,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1006,96,0.38235294117647056,0.14705882352941177,0.029411764705882353,0.35294117647058826,0.029411764705882353,0.058823529411764705
1,2009,210,0.6888888888888889,0.1111111111111111,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.08888888888888889
2,3014,327,0.8297872340425532,0.0425531914893617,0.02127659574468085,0.06382978723404255,0.02127659574468085,0.02127659574468085
3,4018,461,0.7714285714285715,0.11428571428571428,0.014285714285714285,0.02857142857142857,0.014285714285714285,0.05714285714285714
4,5022,588,0.8351648351648352,0.10989010989010989,0.01098901098901099,0.02197802197802198,0.01098901098901099,0.01098901098901099
5,6026,701,0.8172043010752689,0.12903225806451613,0.010752688172043012,0.021505376344086023,0.010752688172043012,0.010752688172043012
6,7028,826,0.8532110091743119,0.10091743119266056,0.009174311926605505,0.01834862385321101,0.009174311926605505,0.009174311926605505
7,8030,930,0.8761061946902655,0.08849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894
8,9033,1018,0.9043478260869565,0.05217391304347826,0.017391304347826087,0.008695652173913044,0.008695652173913044,0.008695652173913044
9,10038,1131,0.907563025210084,0.05042016806722689,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.008403361344537815
10,11217,1168,0.8956521739130435,0.06086956521739131,0.017391304347826087,0.008695652173913044,0.008695652173913044,0.008695652173913044
11,12503,1252,0.8839285714285714,0.07142857142857142,0.017857142857142856,0.008928571428571428,0.008928571428571428,0.008928571428571428
12,13788,1341,0.9015151515151515,0.045454545454545456,0.030303030303030304,0.007575757575757576,0.007575757575757576,0.007575757575757576
13,15075,1425,0.9333333333333333,0.02962962962962963,0.014814814814814815,0.007407407407407408,0.007407407407407408,0.007407407407407408
14,16361,1523,0.9520958083832335,0.017964071856287425,0.011976047904191617,0.005988023952095809,0.005988023952095809,0.005988023952095809
15,17646,1642,0.9597701149425287,0.017241379310344827,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.005747126436781609
16,18931,1739,0.9470588235294117,0.029411764705882353,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705
17,20217,1841,0.9493670886075949,0.02531645569620253,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.006329113924050633
18,21502,1920,0.9565217391304348,0.018633540372670808,0.006211180124223602,0.006211180124223602,0.006211180124223602,0.006211180124223602
19,22787,2004,0.9621621621621622,0.016216216216216217,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.005405405405405406
20,24072,2091,0.9639175257731959,0.015463917525773196,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.005154639175257732
21,25357,2158,0.958974358974359,0.020512820512820513,0.005128205128205128,0.005128205128205128,0.005128205128205128,0.005128205128205128
22,26641,2230,0.9558823529411765,0.0196078431372549,0.004901960784313725,0.004901960784313725,0.004901960784313725,0.00980392156862745
23,27927,2310,0.9569377990430622,0.019138755980861243,0.009569377990430622,0.004784688995215311,0.004784688995215311,0.004784688995215311
24,29213,2379,0.95,0.025,0.01,0.005,0.005,0.005
25,30498,2444,0.9516908212560387,0.01932367149758454,0.00966183574879227,0.004830917874396135,0.004830917874396135,0.00966183574879227
26,31784,2518,0.95,0.01818181818181818,0.00909090909090909,0.004545454545454545,0.004545454545454545,0.013636363636363636
27,33070,2590,0.9609756097560975,0.00975609756097561,0.004878048780487805,0.004878048780487805,0.004878048780487805,0.014634146341463415
28,34356,2670,0.9631336405529954,0.009216589861751152,0.004608294930875576,0.004608294930875576,0.004608294930875576,0.013824884792626729
29,35641,2743,0.9695652173913043,0.008695652173913044,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.008695652173913044
30,36926,2820,0.9665271966527197,0.008368200836820083,0.008368200836820083,0.0041841004184100415,0.0041841004184100415,0.008368200836820083
31,38212,2902,0.9596412556053812,0.008968609865470852,0.013452914798206279,0.004484304932735426,0.004484304932735426,0.008968609865470852
32,39498,2972,0.9663865546218487,0.008403361344537815,0.012605042016806723,0.004201680672268907,0.004201680672268907,0.004201680672268907
33,40783,3050,0.9678714859437751,0.008032128514056224,0.012048192771084338,0.004016064257028112,0.004016064257028112,0.004016064257028112
34,42069,3117,0.968,0.008,0.012,0.004,0.004,0.004
35,43354,3182,0.968503937007874,0.007874015748031496,0.011811023622047244,0.003937007874015748,0.003937007874015748,0.003937007874015748
36,44639,3250,0.9613899613899614,0.007722007722007722,0.019305019305019305,0.003861003861003861,0.003861003861003861,0.003861003861003861
37,45923,3306,0.967479674796748,0.008130081300813009,0.012195121951219513,0.0040650406504065045,0.0040650406504065045,0.0040650406504065045
38,47209,3365,0.9682539682539683,0.007936507936507936,0.011904761904761904,0.003968253968253968,0.003968253968253968,0.003968253968253968
39,48493,3424,0.9541666666666667,0.0125,0.020833333333333332,0.004166666666666667,0.004166666666666667,0.004166666666666667
40,49779,3467,0.95703125,0.01171875,0.01953125,0.00390625,0.00390625,0.00390625
41,50207,3488,0.9561752988047809,0.01195219123505976,0.0199203187250996,0.00398406374501992,0.00398406374501992,0.00398406374501992
