,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1007,27,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.07692307692307693
1,2012,30,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.15384615384615385
2,3018,32,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693
3,4023,32,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693
4,5024,34,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.14285714285714285
5,6027,34,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.14285714285714285
6,7034,36,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142
7,8039,36,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142
8,9042,37,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142
9,10047,38,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142
10,11059,42,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142
11,12079,43,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285
12,13104,44,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285
13,14124,45,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.07142857142857142
14,15142,45,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.14285714285714285
15,16163,45,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.14285714285714285
16,17182,45,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.14285714285714285
17,18188,45,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.14285714285714285
18,19208,45,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.14285714285714285
19,20229,45,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.14285714285714285
20,21241,46,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.14285714285714285
21,22262,46,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.21428571428571427
22,23278,46,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.21428571428571427
23,24298,48,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427
24,25316,48,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427
25,26336,48,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427
26,27354,48,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427
27,28403,48,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427
28,29424,48,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.35714285714285715
29,30442,48,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.35714285714285715
30,31457,50,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
31,32475,50,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
32,33491,50,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
33,34511,50,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
34,35529,51,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.2857142857142857
35,36545,51,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.2857142857142857
36,37564,52,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
37,38583,53,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
38,39601,55,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
39,40614,55,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
40,41632,56,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
41,42653,57,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
42,43670,57,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
43,44688,57,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
44,45710,57,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
45,46721,57,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
46,47738,58,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.35714285714285715
47,48753,59,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
48,49773,59,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
49,50027,59,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857
