policy,policy_index,selection_label,welfare_lens,run_name,seed,scenario,scenario_index,climate_ensemble_index,years_above_1p5C,years_above_2C,ever_above_1p5C,ever_above_2C,max_global_temperature,temperature_2100
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_21,1,21,284.0,284.0,True,True,12.177986613534353,11.55969820295875
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_41,2,41,284.0,284.0,True,True,12.179872775156861,11.561577548776672
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_62,3,62,284.0,284.0,True,True,12.181591807796002,11.563265823012962
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_82,4,82,284.0,284.0,True,True,12.183219587344285,11.56485052562182
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_102,5,102,284.0,284.0,True,True,12.184795638466051,11.566377249158144
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_123,6,123,284.0,284.0,True,True,12.18634053993222,11.567869731331824
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_143,7,143,284.0,284.0,True,True,12.187865012684117,11.569340334946633
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_164,8,164,284.0,284.0,True,True,12.189374652941595,11.570795508516662
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_184,9,184,284.0,284.0,True,True,12.190872393777756,11.57223862695193
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_204,10,204,284.0,284.0,True,True,12.192359784920985,11.573671468455426
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_225,11,225,284.0,284.0,True,True,12.193837693959576,11.575094987587956
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_245,12,245,284.0,284.0,True,True,12.195306642200842,11.576509731906564
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_266,13,266,284.0,284.0,True,True,12.196766846648856,11.577916021982839
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_286,14,286,284.0,284.0,True,True,12.198218444490537,11.579314005823118
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_306,15,306,284.0,284.0,True,True,12.199661532616068,11.580703785010238
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_327,16,327,284.0,284.0,True,True,12.201096186777054,11.582085436814099
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_347,17,347,284.0,284.0,True,True,12.202522471536861,11.583459025675275
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_367,18,367,284.0,284.0,True,True,12.203940445439814,11.58482460917017
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_388,19,388,284.0,284.0,True,True,12.205350163697842,11.586182241110858
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_408,20,408,284.0,284.0,True,True,12.206751679588217,11.587531973157187
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_429,21,429,284.0,284.0,True,True,12.20814504524656,11.588873855706245
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_449,22,449,284.0,284.0,True,True,12.209530310995342,11.5902079375315
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_469,23,469,284.0,284.0,True,True,12.21090752703984,11.591534266955945
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_490,24,490,284.0,284.0,True,True,12.212276744099968,11.59285289268209
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_510,25,510,284.0,284.0,True,True,12.21363801214541,11.594163862940018
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_531,26,531,284.0,284.0,True,True,12.214991380561301,11.595467225359654
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_551,27,551,284.0,284.0,True,True,12.21633690034457,11.596763028704295
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_571,28,571,284.0,284.0,True,True,12.217674619432623,11.598051319699074
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_592,29,592,284.0,284.0,True,True,12.219004585102917,11.599332143945178
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_612,30,612,284.0,284.0,True,True,12.220326844610423,11.60060554690209
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_633,31,633,284.0,284.0,True,True,12.221641445025755,11.601871573886363
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_653,32,653,284.0,284.0,True,True,12.222948433149574,11.603130269971855
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_673,33,673,284.0,284.0,True,True,12.224247855470328,11.604381679940213
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_694,34,694,284.0,284.0,True,True,12.22553975814448,11.60562584825716
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_714,35,714,284.0,284.0,True,True,12.22682418698841,11.606862819062286
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_734,36,734,284.0,284.0,True,True,12.228101187476133,11.608092636165741
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_755,37,755,284.0,284.0,True,True,12.229370804740215,11.609315343048413
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_775,38,775,284.0,284.0,True,True,12.230633083574125,11.610530982863914
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_796,39,796,284.0,284.0,True,True,12.231888072281231,11.611739601376735
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_816,40,816,284.0,284.0,True,True,12.233135815497244,11.612941242293887
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_836,41,836,284.0,284.0,True,True,12.234376356522482,11.614135947525815
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_857,42,857,284.0,284.0,True,True,12.235609736933538,11.615323757383054
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_877,43,877,284.0,284.0,True,True,12.236835998885178,11.61650471228313
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_898,44,898,284.0,284.0,True,True,12.238055184693478,11.617678852889787
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_918,45,918,284.0,284.0,True,True,12.239267336608423,11.618846219849774
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_938,46,938,284.0,284.0,True,True,12.240472496697615,11.62000685365805
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_959,47,959,284.0,284.0,True,True,12.241670706787518,11.62116079458931
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_979,48,979,284.0,284.0,True,True,12.24286200843455,11.622308082664023
P3,3,E_best_utilitarian_threshold,UTILITARIAN,UTILITARIAN_50000_4567890,4567890,FAIR_1000,49,1000,284.0,284.0,True,True,12.244046442911552,11.623448757632229
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_1,0,1,284.0,284.0,True,True,12.191346940476004,11.61406826167733
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_21,1,21,284.0,284.0,True,True,12.163682702800552,11.580736237192108
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_41,2,41,284.0,284.0,True,True,12.148831073973314,11.5630580974713
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_62,3,62,284.0,284.0,True,True,12.140762369644953,11.55344170422544
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_82,4,82,284.0,284.0,True,True,12.136494799747835,11.548278456342832
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_102,5,102,284.0,284.0,True,True,12.134423758471884,11.545668178204066
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_123,6,123,284.0,284.0,True,True,12.133643665114018,11.544551813753758
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_143,7,143,284.0,284.0,True,True,12.133629142203231,11.544319435127386
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_164,8,164,284.0,284.0,True,True,12.134070371815168,11.544612933662542
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_184,9,184,284.0,284.0,True,True,12.134782875293986,11.545219629730198
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_204,10,204,284.0,284.0,True,True,12.13565617270961,11.546012351088104
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_225,11,225,284.0,284.0,True,True,12.136623870783776,11.546914744535657
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_245,12,245,284.0,284.0,True,True,12.137646001412321,11.547880865790722
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_266,13,266,284.0,284.0,True,True,12.138698477724903,11.548883034232675
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_286,14,286,284.0,284.0,True,True,12.13976677900078,11.549904563255769
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_306,15,306,284.0,284.0,True,True,12.140842153586219,11.550935394274447
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_327,16,327,284.0,284.0,True,True,12.141919331378144,11.551969467856898
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_347,17,347,284.0,284.0,True,True,12.142995144149609,11.553003138672716
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_367,18,367,284.0,284.0,True,True,12.144067692862404,11.554034219032594
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_388,19,388,284.0,284.0,True,True,12.14513584491267,11.555061401467457
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_408,20,408,284.0,284.0,True,True,12.146198930515974,11.556083910044867
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_429,21,429,284.0,284.0,True,True,12.147256559280025,11.557101289743583
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_449,22,449,284.0,284.0,True,True,12.148308509396774,11.558113279211735
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_469,23,469,284.0,284.0,True,True,12.149354661489047,11.559119734472048
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_490,24,490,284.0,284.0,True,True,12.15039495740848,11.560120582135896
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_510,25,510,284.0,284.0,True,True,12.151429375424927,11.561115790875489
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_531,26,531,284.0,284.0,True,True,12.152457916141238,11.562105354867704
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_551,27,551,284.0,284.0,True,True,12.153480593562657,11.563089283722407
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_571,28,571,284.0,284.0,True,True,12.15449742969954,11.56406759628404
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_592,29,592,284.0,284.0,True,True,12.155508451356194,11.565040316923515
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_612,30,612,284.0,284.0,True,True,12.156513688063306,11.566007473218521
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_633,31,633,284.0,284.0,True,True,12.15751317093323,11.566969094594317
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_653,32,653,284.0,284.0,True,True,12.1585069319615,11.567925211525113
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_673,33,673,284.0,284.0,True,True,12.159495003592763,11.5688758550408
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_694,34,694,284.0,284.0,True,True,12.160477418459392,11.569821056426294
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_714,35,714,284.0,284.0,True,True,12.161454209224356,11.570760847040875
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_734,36,734,284.0,284.0,True,True,12.162425408487037,11.57169525820963
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_755,37,755,284.0,284.0,True,True,12.163391048727123,11.5726243211587
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_775,38,775,284.0,284.0,True,True,12.164351162271355,11.57354806697679
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_796,39,796,284.0,284.0,True,True,12.165305781387158,11.574466526673637
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_816,40,816,284.0,284.0,True,True,12.166254939481844,11.575379732064821
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_836,41,836,284.0,284.0,True,True,12.167198667729359,11.576287713670384
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_857,42,857,284.0,284.0,True,True,12.168136997335965,11.577190501441924
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_877,43,877,284.0,284.0,True,True,12.169069959466402,11.578088125320043
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_898,44,898,284.0,284.0,True,True,12.169997585183529,11.578980615164735
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_918,45,918,284.0,284.0,True,True,12.170919905412562,11.579868000713965
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_938,46,938,284.0,284.0,True,True,12.171836947043719,11.580750308752208
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_959,47,959,284.0,284.0,True,True,12.172748741373637,11.58162756820798
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_979,48,979,284.0,284.0,True,True,12.173655361290608,11.582499839289236
P4,4,F_typical_utilitarian_lower_abatement,UTILITARIAN,UTILITARIAN_50000_9845531,9845531,FAIR_1000,49,1000,284.0,284.0,True,True,12.174556830227226,11.583367157224405
