welfare,years_above_temperature_threshold,welfare_loss_damage,welfare_loss_abatement,policy
1026.92978642554,243.0,1766.2260315590506,15181.597492114244,no_abatement
232.15374614135698,243.0,628.945033900718,3051.325469133127,no_abatement
232.85181662383593,243.0,590.3982802147441,3051.325469133127,no_abatement
424.46534147104796,243.0,63.94237972490225,49.921685544178104,no_abatement
451.7628193231427,243.0,170.28852047611227,20.008691600872965,no_abatement
449.30249862594036,243.0,212.78556013819312,20.008691600872965,no_abatement
2644.7642525388546,243.0,1713.9297135549768,99.55145896468359,no_abatement
324.3771252119096,243.0,8498.972247376705,498006.17347083014,no_abatement
433.2469966626048,243.0,32.42427297555116,49.921685544178104,no_abatement
424.46534147104796,243.0,63.94237972490225,49.921685544178104,no_abatement
3438.084348808192,243.0,1286.7381504317636,248.38089011688584,no_abatement
1036.1603364633168,243.0,1635.114263776901,15181.597492114244,no_abatement
232.85181662383593,243.0,590.3982802147441,3051.325469133127,no_abatement
424.46534147104796,243.0,63.94237972490225,49.921685544178104,no_abatement
433.2469966626048,243.0,32.42427297555116,49.921685544178104,no_abatement
3608.61787068174,243.0,883.3430867334843,248.38089011688584,no_abatement
295.27108478876283,243.0,130.12491234947484,13.730406960235774,no_abatement
296.2811277430138,243.0,112.8916521114443,13.730406960235774,no_abatement
873.996836328208,243.0,447.6897653524442,36.07707949864876,no_abatement
125.50618714253866,243.0,8224.069896200803,180475.5901919906,no_abatement
1003.23581554742,243.0,87.1149633274387,90.01231334912876,no_abatement
398.2518619041893,243.0,951.8335112319731,5501.754623543936,no_abatement
400.320888840373,243.0,848.3493046400557,5501.754623543936,no_abatement
163.7691440247077,243.0,497.8847229288895,2093.8870614359553,no_abatement
986.2216748105227,243.0,156.40311998471162,90.01231334912876,no_abatement
954.091588871642,243.0,247.40981455220782,90.01231334912876,no_abatement
253.89029532336025,243.0,19.02334922764028,34.25736536578829,no_abatement
163.9296202199115,243.0,486.2558319537494,2093.8870614359553,no_abatement
51.593870445248854,243.0,7981.55520349294,68686.36081857952,no_abatement
125.23299868889315,243.0,8411.147137861863,180475.5901919906,no_abatement
125.78096738462995,243.0,8093.574107448358,180475.5901919906,no_abatement
869.9602997763272,243.0,482.827766414088,36.07707949864876,no_abatement
51.69994351152388,243.0,7736.230370615396,68686.36081857952,no_abatement
295.77315961964507,243.0,122.77673346231225,13.730406960235774,no_abatement
869.9602997763272,243.0,482.827766414088,36.07707949864876,no_abatement
878.1216769605252,243.0,391.22033933729927,36.07707949864876,no_abatement
401.3450505922355,243.0,824.1529800285317,5501.754623543936,no_abatement
163.9296202199115,243.0,486.2558319537494,2093.8870614359553,no_abatement
253.89029532336025,243.0,19.02334922764028,34.25736536578829,no_abatement
257.1992221595248,243.0,3.993660161897137,34.25736536578829,no_abatement
2664.698601925693,243.0,1597.027828344523,99.55145896468359,no_abatement
323.2740420231956,243.0,8660.127314278436,498006.17347083014,no_abatement
73.09247401106056,243.0,8005.131566525506,100093.4797333671,no_abatement
73.30327446890496,243.0,7782.528368909961,100093.4797333671,no_abatement
986.2216748105227,243.0,156.40311998471162,90.01231334912876,no_abatement
399.28981255394353,243.0,884.3604992298636,5501.754623543936,no_abatement
401.3450505922355,243.0,824.1529800285317,5501.754623543936,no_abatement
163.9296202199115,243.0,486.2558319537494,2093.8870614359553,no_abatement
1026.92978642554,243.0,1766.2260315590506,15181.597492114244,no_abatement
232.15374614135698,243.0,628.945033900718,3051.325469133127,no_abatement
232.85181662383593,243.0,590.3982802147441,3051.325469133127,no_abatement
424.46534147104796,243.0,63.94237972490225,49.921685544178104,no_abatement
866.009309698135,243.0,508.4887168417657,36.07707949864876,no_abatement
873.996836328208,243.0,447.6897653524442,36.07707949864876,no_abatement
296.2811277430138,243.0,112.8916521114443,13.730406960235774,no_abatement
51.646832285102555,243.0,7842.8118389557785,68686.36081857952,no_abatement
296.2811277430138,243.0,112.8916521114443,13.730406960235774,no_abatement
295.27108478876283,243.0,130.12491234947484,13.730406960235774,no_abatement
51.75320036309825,243.0,7636.261524032235,68686.36081857952,no_abatement
126.05727881605719,243.0,7977.299442785123,180475.5901919906,no_abatement
1036.1603364633168,243.0,1635.114263776901,15181.597492114244,no_abatement
1026.92978642554,243.0,1766.2260315590506,15181.597492114244,no_abatement
232.15374614135698,243.0,628.945033900718,3051.325469133127,no_abatement
433.2469966626048,243.0,32.42427297555116,49.921685544178104,no_abatement
866.009309698135,243.0,508.4887168417657,36.07707949864876,no_abatement
873.996836328208,243.0,447.6897653524442,36.07707949864876,no_abatement
125.50618714253866,243.0,8224.069896200803,180475.5901919906,no_abatement
51.646832285102555,243.0,7842.8118389557785,68686.36081857952,no_abatement
51.75320036309825,243.0,7636.261524032235,68686.36081857952,no_abatement
51.646832285102555,243.0,7842.8118389557785,68686.36081857952,no_abatement
296.2811277430138,243.0,112.8916521114443,13.730406960235774,no_abatement
873.996836328208,243.0,447.6897653524442,36.07707949864876,no_abatement
324.3771252119096,243.0,8498.972247376705,498006.17347083014,no_abatement
73.19767300203169,243.0,7889.134290143383,100093.4797333671,no_abatement
449.30249862594036,243.0,212.78556013819312,20.008691600872965,no_abatement
451.7628193231427,243.0,170.28852047611227,20.008691600872965,no_abatement
1003.23581554742,243.0,87.1149633274387,90.01231334912876,no_abatement
398.2518619041893,243.0,951.8335112319731,5501.754623543936,no_abatement
400.320888840373,243.0,848.3493046400557,5501.754623543936,no_abatement
163.7691440247077,243.0,497.8847229288895,2093.8870614359553,no_abatement
296.7951158984891,243.0,97.28948817386575,13.730406960235774,no_abatement
51.593870445248854,243.0,7981.55520349294,68686.36081857952,no_abatement
125.23299868889315,243.0,8411.147137861863,180475.5901919906,no_abatement
125.78096738462995,243.0,8093.574107448358,180475.5901919906,no_abatement
869.9602997763272,243.0,482.827766414088,36.07707949864876,no_abatement
878.1216769605252,243.0,391.22033933729927,36.07707949864876,no_abatement
125.23299868889315,243.0,8411.147137861863,180475.5901919906,no_abatement
51.593870445248854,243.0,7981.55520349294,68686.36081857952,no_abatement
125.23299868889315,243.0,8411.147137861863,180475.5901919906,no_abatement
878.1216769605252,243.0,391.22033933729927,36.07707949864876,no_abatement
296.7951158984891,243.0,97.28948817386575,13.730406960235774,no_abatement
295.77315961964507,243.0,122.77673346231225,13.730406960235774,no_abatement
969.8516302371361,243.0,206.91664545774847,90.01231334912876,no_abatement
255.52646207407875,243.0,12.236317792950121,34.25736536578829,no_abatement
258.91002252453035,243.0,7.010309654477139,34.25736536578829,no_abatement
163.44651596297004,243.0,545.866629851969,2093.8870614359553,no_abatement
954.091588871642,243.0,247.40981455220782,90.01231334912876,no_abatement
986.2216748105227,243.0,156.40311998471162,90.01231334912876,no_abatement
399.28981255394353,243.0,884.3604992298636,5501.754623543936,no_abatement
163.60810839728495,243.0,514.805836751133,2093.8870614359553,no_abatement
323.2740420231956,243.0,8660.127314278436,498006.17347083014,no_abatement
2664.698601925693,243.0,1597.027828344523,99.55145896468359,no_abatement
2625.3516734701075,243.0,1797.9407630102241,99.55145896468359,no_abatement
448.1016534811917,243.0,224.91220051935514,20.008691600872965,no_abatement
448.1016534811917,243.0,224.91220051935514,20.008691600872965,no_abatement
450.52271428081497,243.0,196.36856630663854,20.008691600872965,no_abatement
73.09247401106056,243.0,8005.131566525506,100093.4797333671,no_abatement
323.2740420231956,243.0,8660.127314278436,498006.17347083014,no_abatement
125.78096738462995,243.0,8093.574107448358,180475.5901919906,no_abatement
125.23299868889315,243.0,8411.147137861863,180475.5901919906,no_abatement
51.593870445248854,243.0,7981.55520349294,68686.36081857952,no_abatement
296.7951158984891,243.0,97.28948817386575,13.730406960235774,no_abatement
1022.2541171818701,243.0,1916.9615067064876,15181.597492114244,no_abatement
1031.5652726451406,243.0,1687.2018817416854,15181.597492114244,no_abatement
3521.423480276155,243.0,1108.8315629754227,248.38089011688584,no_abatement
428.7912168454124,243.0,49.79693805947275,49.921685544178104,no_abatement
322.17973411888073,243.0,8914.218765797435,498006.17347083014,no_abatement
