delta,eta,rho,ecr_plateau,scenario,policy,model
0.5,1.1666666666666665,0.010666666666666668,0.4,790,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.03,0.4,791,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.1666666666666665,0.03,0.4,792,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.03,0.4,793,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.03,0.4,794,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.010666666666666668,0.4,795,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.001,0.4,796,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.001,0.4,797,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.02033333333333333,0.4,798,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.5,0.02033333333333333,0.4,799,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.001,0.4,800,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.02033333333333333,0.4,801,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.02033333333333333,0.4,802,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.8333333333333334,0.02033333333333333,0.4,803,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.5,0.001,0.4,804,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.5,0.02033333333333333,0.4,805,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.02033333333333333,0.4,806,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.1666666666666665,0.02033333333333333,0.4,807,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.02033333333333333,0.4,808,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.02033333333333333,0.4,809,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.001,0.4,810,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.8333333333333334,0.001,0.4,811,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.8333333333333334,0.02033333333333333,0.4,812,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.8333333333333334,0.02033333333333333,0.4,813,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.02033333333333333,0.4,814,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.001,0.4,815,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.5,0.03,0.4,816,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.5,0.010666666666666668,0.4,817,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.1666666666666665,0.010666666666666668,0.4,818,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.010666666666666668,0.4,819,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.02033333333333333,0.4,820,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.001,0.4,821,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.001,0.4,822,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.5,0.001,0.4,823,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.1666666666666665,0.010666666666666668,0.4,824,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.010666666666666668,0.4,825,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.03,0.4,826,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.5,0.03,0.4,827,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.5,0.010666666666666668,0.4,828,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.5,0.010666666666666668,0.4,829,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.5,0.03,0.4,830,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.03,0.4,831,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.5,0.001,0.4,832,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.001,0.4,833,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.02033333333333333,0.4,834,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.02033333333333333,0.4,835,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.5,0.02033333333333333,0.4,836,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.5,0.02033333333333333,0.4,837,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.02033333333333333,0.4,838,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.001,0.4,839,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.001,0.4,840,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.8333333333333334,0.001,0.4,841,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.8333333333333334,0.02033333333333333,0.4,842,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.8333333333333334,0.02033333333333333,0.4,843,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.03,0.4,844,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.03,0.4,845,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.010666666666666668,0.4,846,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.8333333333333334,0.010666666666666668,0.4,847,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.5,0.001,0.4,848,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.001,0.4,849,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.02033333333333333,0.4,850,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.8333333333333334,0.02033333333333333,0.4,851,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.010666666666666668,0.4,852,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.03,0.4,853,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.03,0.4,854,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.8333333333333334,0.03,0.4,855,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.8333333333333334,0.02033333333333333,0.4,856,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.8333333333333334,0.02033333333333333,0.4,857,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.02033333333333333,0.4,858,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.001,0.4,859,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.8333333333333334,0.02033333333333333,0.4,860,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.8333333333333334,0.001,0.4,861,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.001,0.4,862,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.5,0.001,0.4,863,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.1666666666666665,0.03,0.4,864,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.03,0.4,865,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.010666666666666668,0.4,866,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.010666666666666668,0.4,867,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.03,0.4,868,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.03,0.4,869,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.010666666666666668,0.4,870,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.5,0.010666666666666668,0.4,871,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.1666666666666665,0.010666666666666668,0.4,872,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.010666666666666668,0.4,873,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.010666666666666668,0.4,874,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.5,0.03,0.4,875,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.03,0.4,876,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.5,0.010666666666666668,0.4,877,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,0.8333333333333334,0.010666666666666668,0.4,878,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.8333333333333334,0.010666666666666668,0.4,879,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.5,0.010666666666666668,0.4,880,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.1666666666666665,0.010666666666666668,0.4,881,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.010666666666666668,0.4,882,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.03,0.4,883,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.8333333333333334,0.010666666666666668,0.4,884,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.8333333333333334,0.010666666666666668,0.4,885,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.010666666666666668,0.4,886,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.03,0.4,887,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.8333333333333334,0.03,0.4,888,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.03,0.4,889,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,1.5,0.010666666666666668,0.4,890,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.5,0.010666666666666668,0.4,891,moderate_abatement,JUSTICE_A2_morris_traceable
1.0,0.5,0.02033333333333333,0.4,892,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,0.5,0.02033333333333333,0.4,893,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.02033333333333333,0.4,894,moderate_abatement,JUSTICE_A2_morris_traceable
2.0,1.1666666666666665,0.001,0.4,895,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,0.5,0.03,0.4,896,moderate_abatement,JUSTICE_A2_morris_traceable
1.5,1.1666666666666665,0.03,0.4,897,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.03,0.4,898,moderate_abatement,JUSTICE_A2_morris_traceable
0.5,1.1666666666666665,0.010666666666666668,0.4,899,moderate_abatement,JUSTICE_A2_morris_traceable
