ssp_scenario,ecs_percentile,eta,delta,ecr_plateau,scenario,policy,model
1,4.876307356580228,0.6080332531920747,0.9546629245570197,0.5,10,medium_abatement,JUSTICE_A3_1p5_extension
2,87.006836153187,1.2231383414339096,1.2905232891644682,0.5,11,medium_abatement,JUSTICE_A3_1p5_extension
4,63.15032034539332,1.6812954970790601,0.82987345158857,0.5,12,medium_abatement,JUSTICE_A3_1p5_extension
7,93.621480526751,1.8803309624904865,1.860784339059558,0.5,13,medium_abatement,JUSTICE_A3_1p5_extension
1,44.05340625528539,2.1083927037169943,1.368248630160862,0.5,14,medium_abatement,JUSTICE_A3_1p5_extension
2,83.85623616868172,1.0918307182772544,1.8016514965446588,0.5,15,medium_abatement,JUSTICE_A3_1p5_extension
0,86.97950745990539,0.8759970410598714,0.5058364836471909,0.5,16,medium_abatement,JUSTICE_A3_1p5_extension
5,9.589376389875431,1.6164206634731544,1.2988358292910633,0.5,17,medium_abatement,JUSTICE_A3_1p5_extension
1,75.6669106767364,1.3031241037891466,1.1749399863467906,0.5,18,medium_abatement,JUSTICE_A3_1p5_extension
2,60.767538787532196,0.6245639853484654,1.720202359514737,0.5,19,medium_abatement,JUSTICE_A3_1p5_extension
6,24.013609298816515,1.2752334081994152,1.7411770824514714,0.5,20,medium_abatement,JUSTICE_A3_1p5_extension
2,80.46656161365681,1.1920731145510735,1.2076695863504425,0.5,21,medium_abatement,JUSTICE_A3_1p5_extension
5,99.25558545175012,2.4339698693415777,1.3085042896321049,0.5,22,medium_abatement,JUSTICE_A3_1p5_extension
1,68.76201466223564,1.7659292011985412,1.013487099058533,0.5,23,medium_abatement,JUSTICE_A3_1p5_extension
5,65.19696287775353,0.8015995400445854,0.7545538885303253,0.5,24,medium_abatement,JUSTICE_A3_1p5_extension
2,55.203188878527875,0.748320798450433,1.6894406751600306,0.5,25,medium_abatement,JUSTICE_A3_1p5_extension
4,86.13161077297556,1.5552792262242385,1.479124679092446,0.5,26,medium_abatement,JUSTICE_A3_1p5_extension
4,64.08505501806576,1.0672524465286797,1.2244052720066119,0.5,27,medium_abatement,JUSTICE_A3_1p5_extension
7,16.004335806491973,0.5963381269661108,1.2846227279777223,0.5,28,medium_abatement,JUSTICE_A3_1p5_extension
6,0.6927629715792494,0.8942052270924123,1.9454495788173172,0.5,29,medium_abatement,JUSTICE_A3_1p5_extension
5,50.145026887385605,0.6837059185123187,1.027513244981292,0.5,30,medium_abatement,JUSTICE_A3_1p5_extension
0,36.53535804753908,1.2917942375607925,1.1265434634945193,0.5,31,medium_abatement,JUSTICE_A3_1p5_extension
2,26.10326298913719,1.5648588399829741,0.939295415803285,0.5,32,medium_abatement,JUSTICE_A3_1p5_extension
1,33.52772211246353,2.282420446791928,1.6826181395880164,0.5,33,medium_abatement,JUSTICE_A3_1p5_extension
2,31.954903773272992,1.6483812570590906,1.8425025363976146,0.5,34,medium_abatement,JUSTICE_A3_1p5_extension
7,69.54232835715023,1.5212341935418872,1.6339998863301837,0.5,35,medium_abatement,JUSTICE_A3_1p5_extension
2,77.31045519409469,1.2658179169124604,1.6145912188544256,0.5,36,medium_abatement,JUSTICE_A3_1p5_extension
3,10.620543678685399,0.8148394885902339,1.1659146579721096,0.5,37,medium_abatement,JUSTICE_A3_1p5_extension
1,78.50449709664811,0.8485488773344271,1.2375887596382427,0.5,38,medium_abatement,JUSTICE_A3_1p5_extension
4,89.71954640622478,2.1911750849627847,0.8420517752582843,0.5,39,medium_abatement,JUSTICE_A3_1p5_extension
3,54.57743180591221,2.2407057501920185,1.203413662940016,0.5,40,medium_abatement,JUSTICE_A3_1p5_extension
0,84.71585665159607,2.471051039502081,1.145681124456577,0.5,41,medium_abatement,JUSTICE_A3_1p5_extension
