ssp_scenario,ecs_percentile,eta,delta,ecr_plateau,scenario,policy,model
7,73.59678119903892,0.5576900691070431,1.772752736512031,0.5,42,medium_abatement,JUSTICE_A3_1p5_extension
4,5.087099941936507,0.9310267041827545,1.911643510529891,0.5,43,medium_abatement,JUSTICE_A3_1p5_extension
1,42.85483741977462,0.6329808026686499,0.8800344886843928,0.5,44,medium_abatement,JUSTICE_A3_1p5_extension
0,32.48751776238172,1.734894414136612,1.2321845669475007,0.5,45,medium_abatement,JUSTICE_A3_1p5_extension
7,27.15838253151139,1.5194033889703369,0.8502761338545786,0.5,46,medium_abatement,JUSTICE_A3_1p5_extension
1,30.689929368205902,1.3806308422351425,1.670652021671807,0.5,47,medium_abatement,JUSTICE_A3_1p5_extension
5,54.313436671439405,0.7354329100963896,1.070444733574969,0.5,48,medium_abatement,JUSTICE_A3_1p5_extension
3,46.09940213979801,0.582411408212893,1.327849585172558,0.5,49,medium_abatement,JUSTICE_A3_1p5_extension
5,6.5263047130884235,0.9540536342891783,0.6015896199598131,0.5,50,medium_abatement,JUSTICE_A3_1p5_extension
3,17.57006393095189,2.2029990367999224,0.802910476343202,0.5,51,medium_abatement,JUSTICE_A3_1p5_extension
2,26.71870347448894,1.322017450175553,1.711509390089892,0.5,52,medium_abatement,JUSTICE_A3_1p5_extension
5,47.26923445755556,1.109150342811702,1.8916078688816427,0.5,53,medium_abatement,JUSTICE_A3_1p5_extension
4,62.71875592451974,0.8857727410576409,0.9844680719911969,0.5,54,medium_abatement,JUSTICE_A3_1p5_extension
3,49.042568546251005,1.4016110124448993,1.8504980153865522,0.5,55,medium_abatement,JUSTICE_A3_1p5_extension
7,17.390614220581533,1.4135099447804065,0.6954947679061987,0.5,56,medium_abatement,JUSTICE_A3_1p5_extension
1,51.64335775956831,2.234286089199677,1.7898529853413436,0.5,57,medium_abatement,JUSTICE_A3_1p5_extension
6,55.88836585913328,1.928770250713847,1.5846982588044183,0.5,58,medium_abatement,JUSTICE_A3_1p5_extension
4,48.52463874325815,1.812893188766855,1.841523392875072,0.5,59,medium_abatement,JUSTICE_A3_1p5_extension
0,48.001725527655616,1.8230373345480357,1.959343042756396,0.5,60,medium_abatement,JUSTICE_A3_1p5_extension
2,58.99948475713421,1.8574374638099038,0.8998765960124369,0.5,61,medium_abatement,JUSTICE_A3_1p5_extension
6,41.26924087184348,1.8455549567300376,0.5866759972688682,0.5,62,medium_abatement,JUSTICE_A3_1p5_extension
1,98.90996331473109,0.755955926189696,1.3459041475593265,0.5,63,medium_abatement,JUSTICE_A3_1p5_extension
1,71.48108060906668,1.3932215367721654,1.701224676897071,0.5,64,medium_abatement,JUSTICE_A3_1p5_extension
6,18.164693163775258,1.9485551127468357,1.399587400274419,0.5,65,medium_abatement,JUSTICE_A3_1p5_extension
5,21.235851655996544,2.3096741091519806,1.0051428009706092,0.5,66,medium_abatement,JUSTICE_A3_1p5_extension
5,87.53231648165766,2.349756140644022,0.8597726638676744,0.5,67,medium_abatement,JUSTICE_A3_1p5_extension
4,28.46431675954289,1.9578327493851302,1.359577810152594,0.5,68,medium_abatement,JUSTICE_A3_1p5_extension
0,72.29238548105883,0.6137121977719981,0.7914665793476832,0.5,69,medium_abatement,JUSTICE_A3_1p5_extension
6,39.55178607439208,0.7084500983174311,1.984753585321326,0.5,70,medium_abatement,JUSTICE_A3_1p5_extension
7,34.02656547550528,1.4858171945641168,1.0003259821257764,0.5,71,medium_abatement,JUSTICE_A3_1p5_extension
5,96.82948271146287,0.5751606939746254,1.276649789544577,0.5,72,medium_abatement,JUSTICE_A3_1p5_extension
0,85.33938295091652,1.2550559137877726,1.9709477603647494,0.5,73,medium_abatement,JUSTICE_A3_1p5_extension
3,88.410608128617,1.804152519907281,1.4352712392564098,0.5,74,medium_abatement,JUSTICE_A3_1p5_extension
6,82.68222253802104,1.8627422045155404,0.6754568568573697,0.5,75,medium_abatement,JUSTICE_A3_1p5_extension
1,70.32407631034552,1.1830555740124389,0.7438619107006108,0.5,76,medium_abatement,JUSTICE_A3_1p5_extension
4,13.750495261198378,2.0233238532973825,1.3197168806944157,0.5,77,medium_abatement,JUSTICE_A3_1p5_extension
3,12.367104369039003,1.1384357737298523,1.1586589204798703,0.5,78,medium_abatement,JUSTICE_A3_1p5_extension
0,0.02967012411660047,1.451047249826349,1.504727185647197,0.5,79,medium_abatement,JUSTICE_A3_1p5_extension
0,20.096464999714666,1.9703588557175795,0.7648309973673495,0.5,80,medium_abatement,JUSTICE_A3_1p5_extension
2,51.30615133178661,1.3755910663694202,1.3846873360341199,0.5,81,medium_abatement,JUSTICE_A3_1p5_extension
6,72.70775233106087,0.6520978030498782,0.942615264026114,0.5,82,medium_abatement,JUSTICE_A3_1p5_extension
7,15.438131580805535,1.446665683061056,1.253917894069149,0.5,83,medium_abatement,JUSTICE_A3_1p5_extension
7,5.518634097789702,2.138321020392352,0.641336500958268,0.5,84,medium_abatement,JUSTICE_A3_1p5_extension
7,53.627450479708784,0.7281360199836892,1.6616073179217572,0.5,85,medium_abatement,JUSTICE_A3_1p5_extension
0,3.9318371406455137,1.503169600745741,1.139257759040078,0.5,86,medium_abatement,JUSTICE_A3_1p5_extension
6,80.9224755459443,2.3960398775571883,1.1831781369432695,0.5,87,medium_abatement,JUSTICE_A3_1p5_extension
1,36.2731494503829,1.6684450226195746,1.473758678798001,0.5,88,medium_abatement,JUSTICE_A3_1p5_extension
6,29.247947345439634,2.0152749001526304,1.3906463361386074,0.5,89,medium_abatement,JUSTICE_A3_1p5_extension
5,8.765026964190591,0.9873284694413835,1.5484704596309402,0.5,90,medium_abatement,JUSTICE_A3_1p5_extension
2,13.297152709716176,1.0806335275547794,1.0419142901568503,0.5,91,medium_abatement,JUSTICE_A3_1p5_extension
3,90.84356985731536,2.409030026446149,0.8827513558031748,0.5,92,medium_abatement,JUSTICE_A3_1p5_extension
4,59.901216873484344,1.5869955258884112,1.4455865924036226,0.5,93,medium_abatement,JUSTICE_A3_1p5_extension
4,77.7466310688369,0.9497941049168652,1.4611812838270042,0.5,94,medium_abatement,JUSTICE_A3_1p5_extension
4,40.11591759081918,1.772408597041375,0.6544295058438513,0.5,95,medium_abatement,JUSTICE_A3_1p5_extension
7,42.14976405272399,2.213764748186829,1.352082272233423,0.5,96,medium_abatement,JUSTICE_A3_1p5_extension
5,65.56069618425077,2.1578895063857417,0.6273261344048222,0.5,97,medium_abatement,JUSTICE_A3_1p5_extension
2,34.72055907254472,2.058351539431448,0.873093246414878,0.5,98,medium_abatement,JUSTICE_A3_1p5_extension
2,57.179430232325416,1.2336031138764412,1.1172433359445497,0.5,99,medium_abatement,JUSTICE_A3_1p5_extension
5,21.55488372752826,1.5323126228345525,0.5309501292694543,0.5,100,medium_abatement,JUSTICE_A3_1p5_extension
5,11.153337928716427,2.491532527900504,1.8839262130882728,0.5,101,medium_abatement,JUSTICE_A3_1p5_extension
3,43.629150179410146,2.367536302285006,1.736336492687039,0.5,102,medium_abatement,JUSTICE_A3_1p5_extension
3,96.3078569234125,2.1864211654777623,1.6313217207714106,0.5,103,medium_abatement,JUSTICE_A3_1p5_extension
4,68.34483501389684,1.009920427621576,0.7087210569580633,0.5,104,medium_abatement,JUSTICE_A3_1p5_extension
5,92.93220334185928,1.347860940543373,0.5187844278086781,0.5,105,medium_abatement,JUSTICE_A3_1p5_extension
1,66.04816553854688,2.0035365799275353,0.9668650066087568,0.5,106,medium_abatement,JUSTICE_A3_1p5_extension
4,45.1071209560339,2.1745169639654915,1.7940594809168648,0.5,107,medium_abatement,JUSTICE_A3_1p5_extension
2,29.706973288564996,1.3615894497951868,1.1324725625051264,0.5,108,medium_abatement,JUSTICE_A3_1p5_extension
5,92.31664901639938,1.2427190536864012,0.9290916342632751,0.5,109,medium_abatement,JUSTICE_A3_1p5_extension
5,84.2048899352736,2.223721057058051,1.3118614650748253,0.5,110,medium_abatement,JUSTICE_A3_1p5_extension
6,64.77724739956604,1.8359214332915292,0.6718339685675994,0.5,111,medium_abatement,JUSTICE_A3_1p5_extension
3,40.61004412356375,0.91311870186021,0.7345353734393474,0.5,112,medium_abatement,JUSTICE_A3_1p5_extension
7,7.48962896882371,2.443199627737073,1.400108046265007,0.5,113,medium_abatement,JUSTICE_A3_1p5_extension
2,30.370179290487147,0.7918811994704025,1.5971532032886975,0.5,114,medium_abatement,JUSTICE_A3_1p5_extension
4,28.717088639909733,1.936116285350722,1.5422387365335795,0.5,115,medium_abatement,JUSTICE_A3_1p5_extension
0,23.202318445609958,1.9826529690615131,1.648276294887239,0.5,116,medium_abatement,JUSTICE_A3_1p5_extension
1,70.64866647128041,1.7017221062144836,1.6953911056193158,0.5,117,medium_abatement,JUSTICE_A3_1p5_extension
2,97.47732237331103,2.3156386318781257,1.8267652503505196,0.5,118,medium_abatement,JUSTICE_A3_1p5_extension
6,1.1009073798295963,1.0196472859599264,1.0184520294422224,0.5,119,medium_abatement,JUSTICE_A3_1p5_extension
5,91.51508461011493,0.7785581121837662,0.5504026486868985,0.5,120,medium_abatement,JUSTICE_A3_1p5_extension
7,2.74001816446784,0.6681107043667386,1.1010200438561875,0.5,121,medium_abatement,JUSTICE_A3_1p5_extension
4,33.311700314315345,1.1466322078609141,0.7949029065970334,0.5,122,medium_abatement,JUSTICE_A3_1p5_extension
0,79.86838615721108,1.2877528342149827,1.5659842438040852,0.5,123,medium_abatement,JUSTICE_A3_1p5_extension
0,22.69657424536054,1.4971125483922667,0.5909156862756849,0.5,124,medium_abatement,JUSTICE_A3_1p5_extension
6,58.18683605753223,1.904286275478734,1.5127627452989802,0.5,125,medium_abatement,JUSTICE_A3_1p5_extension
6,19.160068491815103,1.3157012936648056,1.5945089715398189,0.5,126,medium_abatement,JUSTICE_A3_1p5_extension
2,85.8193329349402,0.7880383491680016,1.5517977289083604,0.5,127,medium_abatement,JUSTICE_A3_1p5_extension
2,95.62472805904734,1.5747821450959782,1.1127177077013801,0.5,128,medium_abatement,JUSTICE_A3_1p5_extension
7,82.07803377409533,1.7902015165950533,0.7147126781694897,0.5,129,medium_abatement,JUSTICE_A3_1p5_extension
0,89.48464291310327,2.329865152910002,1.2679248075325553,0.5,130,medium_abatement,JUSTICE_A3_1p5_extension
6,3.316951517445416,1.7219887505670983,0.6598814584326333,0.5,131,medium_abatement,JUSTICE_A3_1p5_extension
6,81.93902596127151,1.2096668704479512,0.7313730425472862,0.5,132,medium_abatement,JUSTICE_A3_1p5_extension
2,14.126695040970336,1.07701148440715,1.092514380441557,0.5,133,medium_abatement,JUSTICE_A3_1p5_extension
7,61.39317971531316,1.4646784854643995,0.7177911463377489,0.5,134,medium_abatement,JUSTICE_A3_1p5_extension
1,57.6947346242483,0.9284267847588096,1.4837819779108188,0.5,135,medium_abatement,JUSTICE_A3_1p5_extension
5,18.76933453795269,0.7182581740131804,1.5790149807340657,0.5,136,medium_abatement,JUSTICE_A3_1p5_extension
3,93.33191740574057,1.896617415251641,1.4955279104085708,0.5,137,medium_abatement,JUSTICE_A3_1p5_extension
6,74.21668778095747,1.158485884433663,0.9890822966439358,0.5,138,medium_abatement,JUSTICE_A3_1p5_extension
6,22.003725733531528,0.5459293657884664,0.6459599021392544,0.5,139,medium_abatement,JUSTICE_A3_1p5_extension
3,24.906849090658014,2.2725098220166497,1.217008869402732,0.5,140,medium_abatement,JUSTICE_A3_1p5_extension
6,1.8252769953630403,2.4229319855728377,1.5113261525626922,0.5,141,medium_abatement,JUSTICE_A3_1p5_extension
6,67.24746239216833,0.8615688895294241,0.7579052553659131,0.5,142,medium_abatement,JUSTICE_A3_1p5_extension
3,38.27082122469219,0.6443527623848788,0.5383263786036161,0.5,143,medium_abatement,JUSTICE_A3_1p5_extension
1,79.22605710562128,0.5108934220112951,1.8327479770889918,0.5,144,medium_abatement,JUSTICE_A3_1p5_extension
1,60.269825276033565,2.122235338089633,1.662537553112834,0.5,145,medium_abatement,JUSTICE_A3_1p5_extension
1,25.89882812755034,1.9688341494891821,1.621249905538111,0.5,146,medium_abatement,JUSTICE_A3_1p5_extension
3,75.45198709007485,2.380107762170367,1.8054094244985943,0.5,147,medium_abatement,JUSTICE_A3_1p5_extension
5,38.54960302851158,1.2199880789415236,1.922912414229745,0.5,148,medium_abatement,JUSTICE_A3_1p5_extension
4,69.38905875840473,1.05902961573545,1.7774038632670477,0.5,149,medium_abatement,JUSTICE_A3_1p5_extension
3,31.46032609811354,2.0452936831321127,0.5257249118863616,0.5,150,medium_abatement,JUSTICE_A3_1p5_extension
4,52.99224377484975,2.0367156572645952,1.1918452202178185,0.5,151,medium_abatement,JUSTICE_A3_1p5_extension
1,94.69392030460526,0.8235977851895689,1.45409704568774,0.5,152,medium_abatement,JUSTICE_A3_1p5_extension
0,62.252450159508264,0.9081023496636235,1.1779539813323079,0.5,153,medium_abatement,JUSTICE_A3_1p5_extension
6,44.62567100361113,0.9797807378127086,1.246617490822861,0.5,154,medium_abatement,JUSTICE_A3_1p5_extension
3,88.71275348205802,0.6971136944770846,1.8971491306510955,0.5,155,medium_abatement,JUSTICE_A3_1p5_extension
0,14.928743897408104,2.488958947618317,1.875804816937017,0.5,156,medium_abatement,JUSTICE_A3_1p5_extension
3,53.02303859579093,2.144554541744518,0.9207142511494402,0.5,157,medium_abatement,JUSTICE_A3_1p5_extension
0,95.47269571840643,1.6096912385044493,0.5716740121837353,0.5,158,medium_abatement,JUSTICE_A3_1p5_extension
5,50.81924808548256,2.4142370818145418,1.6029019049054918,0.5,159,medium_abatement,JUSTICE_A3_1p5_extension
7,35.190870546236994,1.1196177592731835,1.6456627651376932,0.5,160,medium_abatement,JUSTICE_A3_1p5_extension
3,97.93795052728217,1.0482472910117218,0.7778067117220193,0.5,161,medium_abatement,JUSTICE_A3_1p5_extension
2,37.13697961038693,2.2623430344127007,0.5625275397632681,0.5,162,medium_abatement,JUSTICE_A3_1p5_extension
5,9.052707651186616,2.089903352333649,0.5094903464162398,0.5,163,medium_abatement,JUSTICE_A3_1p5_extension
0,7.920251066710435,2.093587748820654,1.5623358416045088,0.5,164,medium_abatement,JUSTICE_A3_1p5_extension
7,94.13647964321297,2.3383061354627435,0.8654738949412377,0.5,165,medium_abatement,JUSTICE_A3_1p5_extension
3,16.637601354094457,1.16236034617134,1.724531298350242,0.5,166,medium_abatement,JUSTICE_A3_1p5_extension
7,45.72682880964783,1.7121063941017718,1.7520522395346392,0.5,167,medium_abatement,JUSTICE_A3_1p5_extension
4,43.21501707630504,1.7848210636557504,0.8126610898512807,0.5,168,medium_abatement,JUSTICE_A3_1p5_extension
2,56.212228548795885,1.176844086149543,1.4215793953101072,0.5,169,medium_abatement,JUSTICE_A3_1p5_extension
7,2.1918426338365524,2.468723278530951,1.8167923352407083,0.5,170,medium_abatement,JUSTICE_A3_1p5_extension
0,52.44841966527005,0.5339323899615395,1.2627326283531006,0.5,171,medium_abatement,JUSTICE_A3_1p5_extension
0,61.815423493653846,1.3325661469088905,1.5230801871153732,0.5,172,medium_abatement,JUSTICE_A3_1p5_extension
5,20.773246521757063,2.37190141623513,1.9665686296783784,0.5,173,medium_abatement,JUSTICE_A3_1p5_extension
1,99.93994560799831,1.0373331139651623,0.9639390205045801,0.5,174,medium_abatement,JUSTICE_A3_1p5_extension
3,12.568654546587728,1.4791997147287637,0.6316491524991151,0.5,175,medium_abatement,JUSTICE_A3_1p5_extension
6,78.36180688902682,0.5619936719006515,0.6908114891855206,0.5,176,medium_abatement,JUSTICE_A3_1p5_extension
2,98.18987791923247,1.8776110361242495,0.6802422128156663,0.5,177,medium_abatement,JUSTICE_A3_1p5_extension
1,19.504912112655067,2.168764783165461,1.0663267559870875,0.5,178,medium_abatement,JUSTICE_A3_1p5_extension
7,56.91295713856954,1.4243429029041026,1.41405850087556,0.5,179,medium_abatement,JUSTICE_A3_1p5_extension
7,37.892752503026614,2.2936542922321537,1.0555454156010486,0.5,180,medium_abatement,JUSTICE_A3_1p5_extension
0,47.88405669025129,2.062655479656139,1.0331135810816106,0.5,181,medium_abatement,JUSTICE_A3_1p5_extension
2,6.125648152222335,0.9988984456745172,1.9258901044659233,0.5,182,medium_abatement,JUSTICE_A3_1p5_extension
1,23.79233168005305,1.5470564779380105,0.8213265995818626,0.5,183,medium_abatement,JUSTICE_A3_1p5_extension
7,46.53688554376211,1.7423425805434685,1.9327657957388615,0.5,184,medium_abatement,JUSTICE_A3_1p5_extension
6,76.22678138135795,1.7501124529310148,1.053060483345544,0.5,185,medium_abatement,JUSTICE_A3_1p5_extension
7,73.00683851173982,0.8555811890835067,1.3737943268896964,0.5,186,medium_abatement,JUSTICE_A3_1p5_extension
4,41.742307567357976,1.6577439960803795,0.6050258749217667,0.5,187,medium_abatement,JUSTICE_A3_1p5_extension
4,25.126361338534032,2.2551633765607164,0.9107254412716217,0.5,188,medium_abatement,JUSTICE_A3_1p5_extension
6,67.67670963817967,1.5947412516511819,1.089649329786893,0.5,189,medium_abatement,JUSTICE_A3_1p5_extension
0,27.67752095297109,0.7609827083445693,1.9856139590146347,0.5,190,medium_abatement,JUSTICE_A3_1p5_extension
3,10.326479548280188,2.3599294221379186,1.0842957574528556,0.5,191,medium_abatement,JUSTICE_A3_1p5_extension
3,59.403944537921625,1.1273438116356607,1.3346506909232576,0.5,192,medium_abatement,JUSTICE_A3_1p5_extension
7,49.85966102328706,1.9140085901881485,0.7738353177106463,0.5,193,medium_abatement,JUSTICE_A3_1p5_extension
3,81.1443413235813,2.457904530825795,0.5797759494544655,0.5,194,medium_abatement,JUSTICE_A3_1p5_extension
4,11.922921556185642,0.503760238237041,1.7622170826296533,0.5,195,medium_abatement,JUSTICE_A3_1p5_extension
3,35.54078296246827,0.5263150333464349,0.5575107615266114,0.5,196,medium_abatement,JUSTICE_A3_1p5_extension
0,39.221356382284114,1.676323674605755,0.833948938608881,0.5,197,medium_abatement,JUSTICE_A3_1p5_extension
5,66.85632215615632,0.6756388595036577,1.5277295180998456,0.5,198,medium_abatement,JUSTICE_A3_1p5_extension
5,63.52978410757111,2.1143883505513825,1.4253622793905207,0.5,199,medium_abatement,JUSTICE_A3_1p5_extension
1,4.045300707906284,1.6215014047831748,1.9501509921403573,0.8,0,high_abatement,JUSTICE_A3_1p5_extension
2,90.01620439189695,1.4322656580028088,1.9985879770779578,0.8,1,high_abatement,JUSTICE_A3_1p5_extension
0,91.41064107043032,1.0201217944480163,0.9143378005865294,0.8,2,high_abatement,JUSTICE_A3_1p5_extension
4,71.86334293989805,0.8358692844551094,0.6159419520609826,0.8,3,high_abatement,JUSTICE_A3_1p5_extension
6,8.240673140938855,1.9919834614086398,0.9770654110878931,0.8,4,high_abatement,JUSTICE_A3_1p5_extension
1,15.899005795163474,1.6300154062806596,1.8652123351540806,0.8,5,high_abatement,JUSTICE_A3_1p5_extension
4,32.78349494126939,1.6911712156618932,0.8952786012937709,0.8,6,high_abatement,JUSTICE_A3_1p5_extension
7,76.8503176736713,2.0773794037343722,1.7596087058277365,0.8,7,high_abatement,JUSTICE_A3_1p5_extension
4,83.37199194417023,0.9654066727136872,1.9051051549100881,0.8,8,high_abatement,JUSTICE_A3_1p5_extension
0,74.82622134131387,1.35204365051769,1.4412537156921568,0.8,9,high_abatement,JUSTICE_A3_1p5_extension
1,4.876307356580228,0.6080332531920747,0.9546629245570197,0.8,10,high_abatement,JUSTICE_A3_1p5_extension
2,87.006836153187,1.2231383414339096,1.2905232891644682,0.8,11,high_abatement,JUSTICE_A3_1p5_extension
4,63.15032034539332,1.6812954970790601,0.82987345158857,0.8,12,high_abatement,JUSTICE_A3_1p5_extension
7,93.621480526751,1.8803309624904865,1.860784339059558,0.8,13,high_abatement,JUSTICE_A3_1p5_extension
1,44.05340625528539,2.1083927037169943,1.368248630160862,0.8,14,high_abatement,JUSTICE_A3_1p5_extension
2,83.85623616868172,1.0918307182772544,1.8016514965446588,0.8,15,high_abatement,JUSTICE_A3_1p5_extension
0,86.97950745990539,0.8759970410598714,0.5058364836471909,0.8,16,high_abatement,JUSTICE_A3_1p5_extension
5,9.589376389875431,1.6164206634731544,1.2988358292910633,0.8,17,high_abatement,JUSTICE_A3_1p5_extension
1,75.6669106767364,1.3031241037891466,1.1749399863467906,0.8,18,high_abatement,JUSTICE_A3_1p5_extension
2,60.767538787532196,0.6245639853484654,1.720202359514737,0.8,19,high_abatement,JUSTICE_A3_1p5_extension
6,24.013609298816515,1.2752334081994152,1.7411770824514714,0.8,20,high_abatement,JUSTICE_A3_1p5_extension
2,80.46656161365681,1.1920731145510735,1.2076695863504425,0.8,21,high_abatement,JUSTICE_A3_1p5_extension
5,99.25558545175012,2.4339698693415777,1.3085042896321049,0.8,22,high_abatement,JUSTICE_A3_1p5_extension
1,68.76201466223564,1.7659292011985412,1.013487099058533,0.8,23,high_abatement,JUSTICE_A3_1p5_extension
5,65.19696287775353,0.8015995400445854,0.7545538885303253,0.8,24,high_abatement,JUSTICE_A3_1p5_extension
2,55.203188878527875,0.748320798450433,1.6894406751600306,0.8,25,high_abatement,JUSTICE_A3_1p5_extension
4,86.13161077297556,1.5552792262242385,1.479124679092446,0.8,26,high_abatement,JUSTICE_A3_1p5_extension
4,64.08505501806576,1.0672524465286797,1.2244052720066119,0.8,27,high_abatement,JUSTICE_A3_1p5_extension
7,16.004335806491973,0.5963381269661108,1.2846227279777223,0.8,28,high_abatement,JUSTICE_A3_1p5_extension
6,0.6927629715792494,0.8942052270924123,1.9454495788173172,0.8,29,high_abatement,JUSTICE_A3_1p5_extension
5,50.145026887385605,0.6837059185123187,1.027513244981292,0.8,30,high_abatement,JUSTICE_A3_1p5_extension
0,36.53535804753908,1.2917942375607925,1.1265434634945193,0.8,31,high_abatement,JUSTICE_A3_1p5_extension
2,26.10326298913719,1.5648588399829741,0.939295415803285,0.8,32,high_abatement,JUSTICE_A3_1p5_extension
1,33.52772211246353,2.282420446791928,1.6826181395880164,0.8,33,high_abatement,JUSTICE_A3_1p5_extension
2,31.954903773272992,1.6483812570590906,1.8425025363976146,0.8,34,high_abatement,JUSTICE_A3_1p5_extension
7,69.54232835715023,1.5212341935418872,1.6339998863301837,0.8,35,high_abatement,JUSTICE_A3_1p5_extension
2,77.31045519409469,1.2658179169124604,1.6145912188544256,0.8,36,high_abatement,JUSTICE_A3_1p5_extension
3,10.620543678685399,0.8148394885902339,1.1659146579721096,0.8,37,high_abatement,JUSTICE_A3_1p5_extension
1,78.50449709664811,0.8485488773344271,1.2375887596382427,0.8,38,high_abatement,JUSTICE_A3_1p5_extension
4,89.71954640622478,2.1911750849627847,0.8420517752582843,0.8,39,high_abatement,JUSTICE_A3_1p5_extension
3,54.57743180591221,2.2407057501920185,1.203413662940016,0.8,40,high_abatement,JUSTICE_A3_1p5_extension
0,84.71585665159607,2.471051039502081,1.145681124456577,0.8,41,high_abatement,JUSTICE_A3_1p5_extension
7,73.59678119903892,0.5576900691070431,1.772752736512031,0.8,42,high_abatement,JUSTICE_A3_1p5_extension
4,5.087099941936507,0.9310267041827545,1.911643510529891,0.8,43,high_abatement,JUSTICE_A3_1p5_extension
1,42.85483741977462,0.6329808026686499,0.8800344886843928,0.8,44,high_abatement,JUSTICE_A3_1p5_extension
0,32.48751776238172,1.734894414136612,1.2321845669475007,0.8,45,high_abatement,JUSTICE_A3_1p5_extension
7,27.15838253151139,1.5194033889703369,0.8502761338545786,0.8,46,high_abatement,JUSTICE_A3_1p5_extension
1,30.689929368205902,1.3806308422351425,1.670652021671807,0.8,47,high_abatement,JUSTICE_A3_1p5_extension
5,54.313436671439405,0.7354329100963896,1.070444733574969,0.8,48,high_abatement,JUSTICE_A3_1p5_extension
3,46.09940213979801,0.582411408212893,1.327849585172558,0.8,49,high_abatement,JUSTICE_A3_1p5_extension
5,6.5263047130884235,0.9540536342891783,0.6015896199598131,0.8,50,high_abatement,JUSTICE_A3_1p5_extension
3,17.57006393095189,2.2029990367999224,0.802910476343202,0.8,51,high_abatement,JUSTICE_A3_1p5_extension
2,26.71870347448894,1.322017450175553,1.711509390089892,0.8,52,high_abatement,JUSTICE_A3_1p5_extension
5,47.26923445755556,1.109150342811702,1.8916078688816427,0.8,53,high_abatement,JUSTICE_A3_1p5_extension
4,62.71875592451974,0.8857727410576409,0.9844680719911969,0.8,54,high_abatement,JUSTICE_A3_1p5_extension
3,49.042568546251005,1.4016110124448993,1.8504980153865522,0.8,55,high_abatement,JUSTICE_A3_1p5_extension
7,17.390614220581533,1.4135099447804065,0.6954947679061987,0.8,56,high_abatement,JUSTICE_A3_1p5_extension
1,51.64335775956831,2.234286089199677,1.7898529853413436,0.8,57,high_abatement,JUSTICE_A3_1p5_extension
6,55.88836585913328,1.928770250713847,1.5846982588044183,0.8,58,high_abatement,JUSTICE_A3_1p5_extension
4,48.52463874325815,1.812893188766855,1.841523392875072,0.8,59,high_abatement,JUSTICE_A3_1p5_extension
0,48.001725527655616,1.8230373345480357,1.959343042756396,0.8,60,high_abatement,JUSTICE_A3_1p5_extension
2,58.99948475713421,1.8574374638099038,0.8998765960124369,0.8,61,high_abatement,JUSTICE_A3_1p5_extension
6,41.26924087184348,1.8455549567300376,0.5866759972688682,0.8,62,high_abatement,JUSTICE_A3_1p5_extension
1,98.90996331473109,0.755955926189696,1.3459041475593265,0.8,63,high_abatement,JUSTICE_A3_1p5_extension
1,71.48108060906668,1.3932215367721654,1.701224676897071,0.8,64,high_abatement,JUSTICE_A3_1p5_extension
6,18.164693163775258,1.9485551127468357,1.399587400274419,0.8,65,high_abatement,JUSTICE_A3_1p5_extension
5,21.235851655996544,2.3096741091519806,1.0051428009706092,0.8,66,high_abatement,JUSTICE_A3_1p5_extension
5,87.53231648165766,2.349756140644022,0.8597726638676744,0.8,67,high_abatement,JUSTICE_A3_1p5_extension
4,28.46431675954289,1.9578327493851302,1.359577810152594,0.8,68,high_abatement,JUSTICE_A3_1p5_extension
0,72.29238548105883,0.6137121977719981,0.7914665793476832,0.8,69,high_abatement,JUSTICE_A3_1p5_extension
6,39.55178607439208,0.7084500983174311,1.984753585321326,0.8,70,high_abatement,JUSTICE_A3_1p5_extension
7,34.02656547550528,1.4858171945641168,1.0003259821257764,0.8,71,high_abatement,JUSTICE_A3_1p5_extension
5,96.82948271146287,0.5751606939746254,1.276649789544577,0.8,72,high_abatement,JUSTICE_A3_1p5_extension
0,85.33938295091652,1.2550559137877726,1.9709477603647494,0.8,73,high_abatement,JUSTICE_A3_1p5_extension
3,88.410608128617,1.804152519907281,1.4352712392564098,0.8,74,high_abatement,JUSTICE_A3_1p5_extension
6,82.68222253802104,1.8627422045155404,0.6754568568573697,0.8,75,high_abatement,JUSTICE_A3_1p5_extension
1,70.32407631034552,1.1830555740124389,0.7438619107006108,0.8,76,high_abatement,JUSTICE_A3_1p5_extension
4,13.750495261198378,2.0233238532973825,1.3197168806944157,0.8,77,high_abatement,JUSTICE_A3_1p5_extension
3,12.367104369039003,1.1384357737298523,1.1586589204798703,0.8,78,high_abatement,JUSTICE_A3_1p5_extension
0,0.02967012411660047,1.451047249826349,1.504727185647197,0.8,79,high_abatement,JUSTICE_A3_1p5_extension
0,20.096464999714666,1.9703588557175795,0.7648309973673495,0.8,80,high_abatement,JUSTICE_A3_1p5_extension
2,51.30615133178661,1.3755910663694202,1.3846873360341199,0.8,81,high_abatement,JUSTICE_A3_1p5_extension
6,72.70775233106087,0.6520978030498782,0.942615264026114,0.8,82,high_abatement,JUSTICE_A3_1p5_extension
7,15.438131580805535,1.446665683061056,1.253917894069149,0.8,83,high_abatement,JUSTICE_A3_1p5_extension
7,5.518634097789702,2.138321020392352,0.641336500958268,0.8,84,high_abatement,JUSTICE_A3_1p5_extension
7,53.627450479708784,0.7281360199836892,1.6616073179217572,0.8,85,high_abatement,JUSTICE_A3_1p5_extension
