years_above_1p5C,years_above_2C,peak_temp,welfare_loss_damage,policy,success_1p5C_zero_exceedance,success_2C_zero_exceedance
264.0,234.0,4.032892718227146,7720484.0597250275,low_abatement,False,False
270.0,250.0,5.219042697573481,765.9840629810492,low_abatement,False,False
255.0,230.0,3.266928048668308,12002.0184283715,low_abatement,False,False
264.0,239.0,3.179351146852901,1995816300.8684452,low_abatement,False,False
265.0,249.0,6.971932643814881,368302140.932735,low_abatement,False,False
262.0,247.0,8.778009803792104,33339752.72199374,low_abatement,False,False
261.0,242.0,4.413030782583924,6910.75114780154,low_abatement,False,False
274.0,258.0,4.558675075690171,1588.0103814434358,low_abatement,False,False
265.0,238.0,3.7200636250582653,3628952.1558822948,low_abatement,False,False
268.0,244.0,3.9895348525420866,30868338.476968974,low_abatement,False,False
267.0,250.0,5.039723189612345,1714.2214471623981,low_abatement,False,False
272.0,261.0,9.009052582645202,761.8553288833401,low_abatement,False,False
274.0,261.0,7.214972221407866,53318890.92657848,low_abatement,False,False
268.0,253.0,8.349759165437,464954.1102645255,low_abatement,False,False
262.0,240.0,4.3573681234462835,599.908660248667,low_abatement,False,False
255.0,232.0,3.373261987781609,1098236976.8171437,low_abatement,False,False
271.0,241.0,4.661674543174585,248.10896234044424,low_abatement,False,False
268.0,244.0,4.209238623958312,1612465.9866903706,low_abatement,False,False
232.0,139.0,2.2857947297544294,2796488.042739615,low_abatement,False,False
269.0,232.0,2.892718299060224,73773.27681038789,low_abatement,False,False
273.0,255.0,6.881523729975386,178016059.96612787,low_abatement,False,False
269.0,248.0,5.687096179513487,3515.3526668078484,low_abatement,False,False
270.0,257.0,7.378298523814387,188.3731604043481,low_abatement,False,False
262.0,243.0,5.628153521798248,208.11073468204708,low_abatement,False,False
252.0,222.0,3.5723794276646963,795.2352395244994,low_abatement,False,False
271.0,253.0,3.364595049110399,929.0987192052132,low_abatement,False,False
252.0,184.0,2.4981181627077094,7587.892329299119,low_abatement,False,False
269.0,255.0,7.656733298585832,914424.9574643172,low_abatement,False,False
263.0,248.0,6.404827224429125,1156.5051337862537,low_abatement,False,False
278.0,264.0,7.915853452635382,297.04570926837334,low_abatement,False,False
270.0,255.0,8.317263741165515,15978.121124708314,low_abatement,False,False
261.0,249.0,9.098603947414771,231505.6081867425,low_abatement,False,False
268.0,234.0,3.700427300713175,215322622.2414885,low_abatement,False,False
262.0,240.0,5.542319114728265,114172.03426631991,low_abatement,False,False
271.0,259.0,10.066410005212942,696.2377463093366,low_abatement,False,False
253.0,223.0,3.625795435678542,1066.0214754863975,low_abatement,False,False
267.0,255.0,9.587595912083613,4779.828898119085,low_abatement,False,False
269.0,233.0,2.953312564827493,838.0720212366506,low_abatement,False,False
265.0,243.0,3.748077514907346,151.46678195665504,low_abatement,False,False
